 Failed to load OAS profile
 Failed to load OAS profile
 McLogEvent	{"EventTime":"2016-10-15 00:11:14","Hostname":"_DC_.demo.dmn","Keywords":36028797018963968,"EventType":"INFO","SeverityValue":2,"Severity":"INFO","EventID":5000,"SourceName":"McLogEvent","Task":0,"RecordNumber":1755219,"ProcessID":0,"ThreadID":0,"Channel":"Application","Domain":"NT AUTHORITY","AccountName":"SYSTEM","UserID":"SYSTEM","AccountType":"User","Message":"McShield service started.\r\n Engine version : 5800.7501\r\n DAT version : 8317.0000\r\n \r\n Number of signatures in EXTRA.DAT : None\r\n Names of threats that EXTRA.DAT can detect : None","EventReceivedTime":"2016-12-17 00:27:38","SourceModuleName":"in0","SourceModuleType":"im_msvistalog"}
 Solidifier|_WORKSTATION_|_IP_|Linux|20777|File Monitoring|{hipEventDesc}|FILE_ATTR_MODIFIED_UPDATE|None|Information|none|False|12/15/16 02:57:30 UTC|/opt/teradata/teragss/linux-i386/15.00.00.00/lib/libgssp2td2.so|/usr/openv/netbackup/bin/bpbkar|root|||
 Solidifier|_WORKSTATION_|_IP_|Linux|20777|File Monitoring|{hipEventDesc}|FILE_ATTR_MODIFIED_UPDATE|None|Information|none|False|12/15/16 02:57:41 UTC|/opt/teradata/client/15.00/tdwallet/suselinux-i386/libtdwallet.so|/usr/openv/netbackup/bin/bpbkar|root|||
 Solidifier|_WORKSTATION_|_IP_|Linux|20777|File Monitoring|{hipEventDesc}|FILE_ATTR_MODIFIED_UPDATE|None|Information|none|False|12/15/16 02:57:55 UTC|/bin/grep|/usr/openv/netbackup/bin/bpbkar|root|||
 Solidifier|_WORKSTATION_|_IP_|Linux|20777|File Monitoring|{hipEventDesc}|FILE_ATTR_MODIFIED_UPDATE|None|Information|none|False|12/15/16 02:57:55 UTC|/bin/mailx|/usr/openv/netbackup/bin/bpbkar|root|||
 Solidifier|_WORKSTATION_|_IP_|Linux|20777|File Monitoring|{hipEventDesc}|FILE_ATTR_MODIFIED_UPDATE|None|Information|none|False|12/15/16 02:57:55 UTC|/bin/rpm|/usr/openv/netbackup/bin/bpbkar|root|||
 Solidifier|_WORKSTATION_|_IP_|Linux|20777|File Monitoring|{hipEventDesc}|FILE_ATTR_MODIFIED_UPDATE|None|Information|none|False|12/15/16 02:57:55 UTC|/lib/libc-2.12.so|/usr/openv/netbackup/bin/bpbkar|root|||
 Solidifier|_WORKSTATION_|_IP_|Linux|20777|File Monitoring|{hipEventDesc}|FILE_ATTR_MODIFIED_UPDATE|None|Information|none|False|12/15/16 02:57:55 UTC|/lib/libcrypt-2.12.so|/usr/openv/netbackup/bin/bpbkar|root|||
 Solidifier|_WORKSTATION_|_IP_|Linux|20777|File Monitoring|{hipEventDesc}|FILE_ATTR_MODIFIED_UPDATE|None|Information|none|False|12/15/16 02:57:55 UTC|/lib/libgcc_s-4.4.7-20120601.so.1|/usr/openv/netbackup/bin/bpbkar|root|||
 Solidifier|_WORKSTATION_|_IP_|Linux|20777|File Monitoring|{hipEventDesc}|FILE_ATTR_MODIFIED_UPDATE|None|Information|none|False|12/15/16 02:58:23 UTC|/lib64/libc-2.12.so|/usr/openv/netbackup/bin/bpbkar|root|||
 Solidifier|_WORKSTATION_|_IP_|Linux|20777|File Monitoring|{hipEventDesc}|FILE_ATTR_MODIFIED_UPDATE|None|Information|none|False|12/15/16 02:58:23 UTC|/lib64/librt-2.12.so|/usr/openv/netbackup/bin/bpbkar|root|||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES (X86)\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/17/16 08:32:11 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES (X86)\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/17/16 08:33:17 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/17/16 08:32:07 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\POQEXEC.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\msv1_0.dll in order to:readwritedeletechange read-only/hidden attributes|844|read,write,delete,attribute|Notice|hip.reaction.permit|False|12/17/16 08:53:37 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\POQEXEC.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\msv1_0.dll in order to:readwritedeletechange read-only/hidden attributes|844|read,write,delete,attribute|Notice|hip.reaction.permit|False|12/17/16 07:21:55 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\PROGRAM FILES (X86)\SYMANTEC\LIVEUPDATE\LUCOMSERVER_3_3.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry value \REGISTRY\MACHINE\SYSTEM\CONTROLSET\SERVICES\EVENTLOG\APPLICATION\LIVEUPDATE\EVENTMESSAGEFILE:modify|111|Modify|Notice|hip.reaction.permit|False|12/15/16 20:52:40 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\Users\_NT_USER_NAME_\APPDATA\LOCAL\TEMP\RARSFX0\LSETUP.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry key \REGISTRY\MACHINE\SOFTWARE\WOW6432NODE\MICROSOFT\WINDOWS\CURRENTVERSION\UNINSTALL\LIVEUPDATE:create|910|Create|Notice|hip.reaction.permit|False|12/15/16 20:52:40 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\WINDOWS\SYSTEM32\RUNDLL32.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry value \REGISTRY\MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\RUNONCE\GRPCONV:create|344|Create|Notice|hip.reaction.permit|False|12/15/16 20:50:29 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\WINDOWS\SYSTEM32\RUNDLL32.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry value \REGISTRY\MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\RUNONCE\GRPCONV:create|344|Create|Notice|hip.reaction.permit|False|12/15/16 20:52:28 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\PROGRAM FILES (X86)\SYMANTEC\LIVEUPDATE\LUCOMSERVER_3_3.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry value \REGISTRY\MACHINE\SYSTEM\CONTROLSET\SERVICES\EVENTLOG\APPLICATION\LIVEUPDATE\EVENTMESSAGEFILE:modify|111|Modify|Notice|hip.reaction.permit|False|12/15/16 20:54:23 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\Users\_NT_USER_NAME_\APPDATA\LOCAL\TEMP\RARSFX0\LSETUP.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry key \REGISTRY\MACHINE\SOFTWARE\WOW6432NODE\MICROSOFT\WINDOWS\CURRENTVERSION\UNINSTALL\LIVEUPDATE:create|910|Create|Notice|hip.reaction.permit|False|12/15/16 20:54:23 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\WINDOWS\SYSTEM32\RUNDLL32.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry value \REGISTRY\MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\RUNONCE\GRPCONV:create|344|Create|Notice|hip.reaction.permit|False|12/15/16 20:52:15 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\WINDOWS\SYSTEM32\RUNDLL32.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry value \REGISTRY\MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\RUNONCE\GRPCONV:create|344|Create|Notice|hip.reaction.permit|False|12/15/16 20:54:11 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\Users\_NT_USER_NAME_\APPDATA\LOCAL\TEMP\2\LRE13C9.TMP\BIN\JAVA.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE13C9.tmp\bin\java.exe in order to:read|2803|Read|Notice|hip.reaction.permit|False|12/16/16 15:38:29 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\Users\_NT_USER_NAME_\APPDATA\LOCAL\TEMP\2\LRE5E50.TMP\BIN\JAVA.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE5E50.tmp\bin\java.exe in order to:read|2803|Read|Notice|hip.reaction.permit|False|12/16/16 15:19:06 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\Users\_NT_USER_NAME_\APPDATA\LOCAL\TEMP\2\LRE8688.TMP\BIN\JAVA.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Users\_NT_USER_NAME_\AppData\Local\Temp\2\LRE8688.tmp\bin\java.exe in order to:read|2803|Read|Notice|hip.reaction.permit|False|12/16/16 15:43:18 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSWOW64\CMD.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\SysWOW64\cmd.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/16/16 15:23:55 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSWOW64\CMD.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\SysWOW64\cmd.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/16/16 15:38:21 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSWOW64\CMD.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\SysWOW64\cmd.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/16/16 15:43:14 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSWOW64\CMD.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\SysWOW64\cmd.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/16/16 15:49:01 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\PROGRAM FILES (X86)\SYMANTEC\LIVEUPDATE\LUCOMSERVER_3_3.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry value \REGISTRY\MACHINE\SYSTEM\CONTROLSET\SERVICES\EVENTLOG\APPLICATION\LIVEUPDATE\EVENTMESSAGEFILE:modify|111|Modify|Notice|hip.reaction.permit|False|12/15/16 20:55:07 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\PROGRAM FILES (X86)\SYMANTEC\LIVEUPDATE\LUCOMSERVER_3_3.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry value \REGISTRY\MACHINE\SYSTEM\CONTROLSET\SERVICES\EVENTLOG\APPLICATION\LIVEUPDATE\EVENTMESSAGEFILE:modify|111|Modify|Notice|hip.reaction.permit|False|12/15/16 20:55:07 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\Users\_NT_USER_NAME_\APPDATA\LOCAL\TEMP\RARSFX0\LSETUP.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry key \REGISTRY\MACHINE\SOFTWARE\WOW6432NODE\MICROSOFT\WINDOWS\CURRENTVERSION\UNINSTALL\LIVEUPDATE:create|910|Create|Notice|hip.reaction.permit|False|12/15/16 20:55:09 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\Users\_NT_USER_NAME_\APPDATA\LOCAL\TEMP\RARSFX0\LSETUP.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry key \REGISTRY\MACHINE\SOFTWARE\WOW6432NODE\MICROSOFT\WINDOWS\CURRENTVERSION\UNINSTALL\LIVEUPDATE:create|910|Create|Notice|hip.reaction.permit|False|12/15/16 20:55:09 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\WINDOWS\SYSTEM32\RUNDLL32.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry value \REGISTRY\MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\RUNONCE\GRPCONV:create|344|Create|Notice|hip.reaction.permit|False|12/15/16 20:52:59 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\WINDOWS\SYSTEM32\RUNDLL32.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry value \REGISTRY\MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\RUNONCE\GRPCONV:create|344|Create|Notice|hip.reaction.permit|False|12/15/16 20:52:59 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\WINDOWS\SYSTEM32\RUNDLL32.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry value \REGISTRY\MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\RUNONCE\GRPCONV:create|344|Create|Notice|hip.reaction.permit|False|12/15/16 20:54:55 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|'Registry' class or access|C:\WINDOWS\SYSTEM32\RUNDLL32.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to perform the following operation(s) on the registry value \REGISTRY\MACHINE\SOFTWARE\MICROSOFT\WINDOWS\CURRENTVERSION\RUNONCE\GRPCONV:create|344|Create|Notice|hip.reaction.permit|False|12/15/16 20:54:55 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES (X86)\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/21/16 06:51:19 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/21/16 06:51:19 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\POQEXEC.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\msv1_0.dll in order to:readwritedeletechange read-only/hidden attributes|844|read,write,delete,attribute|Notice|hip.reaction.permit|False|12/17/16 05:22:41 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\POQEXEC.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\msv1_0.dll in order to:readwritedeletechange read-only/hidden attributes|844|read,write,delete,attribute|Notice|hip.reaction.permit|False|12/17/16 07:18:53 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\SysWOW64\tasklist.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 07:21:49 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\HOSTNAME.EXE in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 09:47:01 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\HOSTNAME.EXE in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 09:47:01 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\cscript.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 10:28:25 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\ftp.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/24/16 00:03:11 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\mmc.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 10:19:32 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\mmc.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 10:19:32 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\net.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 07:22:39 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\reg.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/24/16 00:01:49 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\taskkill.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 10:22:46 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\taskkill.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 10:22:46 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\POQEXEC.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\msv1_0.dll in order to:readwritedeletechange read-only/hidden attributes|844|read,write,delete,attribute|Notice|hip.reaction.permit|False|12/17/16 07:19:04 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\SysWOW64\mmc.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 00:24:29 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\SysWOW64\tasklist.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 07:21:47 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\HOSTNAME.EXE in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 09:46:59 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\HOSTNAME.EXE in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 09:46:59 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\ftp.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/24/16 00:02:57 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\WINDOWS\SYSTEM32\SVCHOST.EXE running with the privileges of user _NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Windows\System32\mmc.exe in order to:read|1148|Read|Notice|hip.reaction.permit|False|12/17/16 10:56:13 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES (X86)\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/21/16 02:03:14 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES (X86)\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/19/16 20:54:23 UTC||||||
 ePO	McAfee Host Intrusion Prevention|_WORKSTATION_|_IP_|Windows 2008 R2|18000|File system|C:\PROGRAM FILES (X86)\INTERNET EXPLORER\IEXPLORE.EXE running with the privileges of user DEMO.DMN\_NT_USER_NAME_ on the system with Agent _WORKSTATION_ attempted to open file/directory C:\Program Files\McAfee\Solidcore\Certificates\b8581e11aeba1062ed62e0c6d108b2299b7bbacc.cer in order to:read|2604|Read|Notice|hip.reaction.permit|False|12/19/16 20:54:23 UTC||||||
